run,workload,wal_size,data_size,wal_data_ratio,wall_clock,wal_level,wal_log_hints,wal_compression,full_page_writes
326,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9647360,7659520,125.952540106952,00:00:00.557126,minimal,off,off,on
327,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9644936,7659520,125.920893215241,00:00:00.638514,minimal,off,off,off
328,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9630488,7659520,125.732265207219,00:00:00.552058,minimal,off,on,off
329,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9630256,7659520,125.729236296791,00:00:00.692122,minimal,on,on,off
330,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9630480,7659520,125.732160762032,00:00:00.639909,minimal,on,on,on
331,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9646696,7659520,125.943871156417,00:00:00.578526,minimal,on,off,on
332,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9644208,7659520,125.911388703209,00:00:00.591149,minimal,off,off,on
333,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9647656,7659520,125.956404578877,00:00:00.638159,minimal,off,off,off
334,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9630168,7659520,125.728087399733,00:00:00.581433,minimal,off,on,off
335,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9630856,7659520,125.737069685829,00:00:00.881203,minimal,on,on,off
336,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9630792,7659520,125.736234124332,00:00:00.600693,minimal,on,on,on
337,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9644416,7659520,125.914104278075,00:00:00.580975,replica,on,off,on
338,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9646016,7659520,125.934993315508,00:00:00.599331,replica,off,off,on
339,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9642456,7659520,125.888515207219,00:00:00.621871,replica,off,off,off
340,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9629280,7659520,125.716493983957,00:00:00.572398,replica,off,on,off
341,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9630328,7659520,125.730176303476,00:00:00.563445,replica,on,on,off
342,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9630632,7659520,125.734145220588,00:00:00.558579,replica,on,on,on
343,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9643672,7659520,125.904390875668,00:00:00.555986,replica,on,off,on
344,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9642488,7659520,125.888932987968,00:00:00.658409,replica,off,off,on
345,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9641160,7659520,125.871595086898,00:00:00.560486,replica,off,off,off
346,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9630664,7659520,125.734563001337,00:00:01.387388,replica,off,on,off
347,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9630312,7659520,125.729967413102,00:00:00.86678,replica,on,on,off
348,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9630800,7659520,125.736338569519,00:00:01.294928,replica,on,on,on
349,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9639320,7659520,125.84757269385,00:00:00.620188,logical,on,off,on
350,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9640624,7659520,125.864597259358,00:00:00.598716,logical,off,off,on
351,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9648600,7659520,125.968729110963,00:00:00.612462,logical,off,off,off
352,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9630264,7659520,125.729340741979,00:00:00.583425,logical,off,on,off
353,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9629304,7659520,125.716807319519,00:00:00.617534,logical,on,on,off
354,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9629600,7659520,125.720671791444,00:00:00.575966,logical,on,on,on
355,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9644432,7659520,125.914313168449,00:00:00.592811,logical,on,off,on
356,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9647840,7659520,125.958806818182,00:00:00.644785,logical,off,off,on
357,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9639744,7659520,125.85310828877,00:00:00.549322,logical,off,off,off
358,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9629552,7659520,125.720045120321,00:00:00.671907,logical,off,on,off
359,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9630336,7659520,125.730280748663,00:00:00.637801,logical,on,on,off
360,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 100000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",9630112,7659520,125.727356283422,00:00:00.557044,logical,on,on,on
361,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96316888,76562432,125.801761365156,00:00:05.752149,minimal,on,off,on
362,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96331264,76562432,125.82053819816,00:00:05.751077,minimal,off,off,on
363,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96320776,76562432,125.806839573748,00:00:05.436715,minimal,off,off,off
364,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96285056,76562432,125.760184838434,00:00:06.024048,minimal,off,on,off
365,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96284456,76562432,125.759401164268,00:00:05.88377,minimal,on,on,off
366,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96284592,76562432,125.759578797079,00:00:05.994751,minimal,on,on,on
367,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96320744,76562432,125.806797777793,00:00:05.71893,minimal,on,off,on
368,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96315664,76562432,125.800162669859,00:00:05.999429,minimal,off,off,on
369,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96316016,76562432,125.800622425369,00:00:05.799185,minimal,off,off,off
370,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96284896,76562432,125.759975858656,00:00:05.59379,minimal,off,on,off
371,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96284648,76562432,125.759651940001,00:00:05.695283,minimal,on,on,off
372,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96284480,76562432,125.759432511235,00:00:06.091981,minimal,on,on,on
373,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96319504,76562432,125.805178184517,00:00:05.685953,replica,on,off,on
374,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96316808,76562432,125.801656875267,00:00:05.687015,replica,off,off,on
375,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96316016,76562432,125.800622425369,00:00:06.171036,replica,off,off,off
376,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96284912,76562432,125.759996756634,00:00:05.487284,replica,off,on,off
377,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96284632,76562432,125.759631042023,00:00:05.83421,replica,on,on,off
378,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96284520,76562432,125.759484756179,00:00:05.444379,replica,on,on,on
379,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96319808,76562432,125.805575246095,00:00:05.686269,replica,on,off,on
380,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96317248,76562432,125.802231569655,00:00:05.655514,replica,off,off,on
381,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96318664,76562432,125.804081040686,00:00:05.646031,replica,off,off,off
382,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96284608,76562432,125.759599695057,00:00:05.625553,replica,off,on,off
383,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96284824,76562432,125.759881817756,00:00:05.733444,replica,on,on,off
384,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96284848,76562432,125.759913164723,00:00:05.563667,replica,on,on,on
385,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96315792,76562432,125.800329853681,00:00:05.629358,logical,on,off,on
386,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96317888,76562432,125.803067488765,00:00:05.703079,logical,off,off,on
387,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96319288,76562432,125.804896061818,00:00:05.565867,logical,off,off,off
388,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96284608,76562432,125.759599695057,00:00:05.853345,logical,off,on,off
389,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96285016,76562432,125.760132593489,00:00:05.927246,logical,on,on,off
390,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96284416,76562432,125.759348919324,00:00:05.848977,logical,on,on,on
391,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96316832,76562432,125.801688222234,00:00:05.672284,logical,on,off,on
392,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96320368,76562432,125.806306675316,00:00:05.400169,logical,off,off,on
393,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96315112,76562432,125.799441689627,00:00:05.658382,logical,off,off,off
394,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96284680,76562432,125.759693735957,00:00:05.971895,logical,off,on,off
395,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96285072,76562432,125.760205736411,00:00:05.522564,logical,on,on,off
396,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 1000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",96284480,76562432,125.759432511235,00:00:05.776628,logical,on,on,on
397,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",964052808,765607936,125.919906869931,00:01:41.606724,minimal,on,off,on
398,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",963171200,765607936,125.804756548396,00:01:08.97771,minimal,off,off,on
399,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",963039984,765607936,125.787619839928,00:01:06.236153,minimal,off,off,off
400,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",962833512,765607936,125.760652512358,00:01:08.987497,minimal,off,on,off
401,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",962833440,765607936,125.760635793619,00:01:07.522628,minimal,on,on,off
402,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",962829848,765607936,125.760167668899,00:01:07.80076,minimal,on,on,on
403,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",963026000,765607936,125.785789137902,00:01:08.814006,minimal,on,off,on
404,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",963022792,765607936,125.785371169402,00:01:09.522883,minimal,off,off,on
405,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",963023248,765607936,125.785429684992,00:01:07.487882,minimal,off,off,off
406,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",962828968,765607936,125.76005899709,00:01:07.976758,minimal,off,on,off
407,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",962826344,765607936,125.75971626292,00:01:09.315077,minimal,on,on,off
408,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",962828672,765607936,125.76001720024,00:01:08.471369,minimal,on,on,on
409,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",963021664,765607936,125.785229060113,00:01:10.667337,replica,on,off,on
410,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",963023016,765607936,125.785404606882,00:01:11.092782,replica,off,off,on
411,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",963015424,765607936,125.784409841854,00:01:11.276245,replica,off,off,off
412,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",962827400,765607936,125.75985001284,00:01:10.317849,replica,off,on,off
413,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",962827088,765607936,125.75980821599,00:01:10.35098,replica,on,on,off
414,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",962827184,765607936,125.75982493473,00:01:10.355105,replica,on,on,on
415,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",963018936,765607936,125.784869607203,00:01:10.253599,replica,on,off,on
416,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",963016192,765607936,125.784510154294,00:01:10.756387,replica,off,off,on
417,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",963101832,765607936,125.795694991333,00:01:10.869422,replica,off,off,off
418,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",962827144,765607936,125.75981657536,00:01:10.329251,replica,off,on,off
419,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",962829200,765607936,125.7600840752,00:01:10.325998,replica,on,on,off
420,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",962827144,765607936,125.75981657536,00:01:09.780605,replica,on,on,on
421,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",963027008,765607936,125.785922887821,00:01:09.511543,logical,on,off,on
422,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",963018416,765607936,125.784802732243,00:01:08.39472,logical,off,off,on
423,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",963021752,765607936,125.785237419483,00:01:11.166986,logical,off,off,off
424,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",962827112,765607936,125.75981657536,00:01:09.182857,logical,off,on,off
425,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",962857232,765607936,125.763745479253,00:01:08.825863,logical,on,on,off
426,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",962827112,765607936,125.75981657536,00:01:10.355332,logical,on,on,on
427,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",963102136,765607936,125.795736788183,00:01:10.466752,logical,on,off,on
428,"'DO $wl$ DECLARE
  i int;
BEGIN
  FOR i IN 1 .. 10000000 LOOP
    INSERT INTO wal_traffic_workload SELECT 1, md5( random()::text )::text;
  END LOOP;
END $wl$;'",963020712,765607936,125.785103669563,00:01:09.886128,logical,off,off,on
